language,level,english,translation,category
DE,B1,I learned that empathy improves communication.,"Ich habe gelernt, dass Empathie die Kommunikation verbessert.",Social & Relationships
DE,B1,I try to understand the emotions behind words.,"Ich versuche, die Emotionen hinter Worten zu verstehen.",Social & Relationships
DE,B1,I value deep and meaningful friendships.,Ich schätze tiefe und bedeutungsvolle Freundschaften.,Social & Relationships
DE,B1,We discussed how our goals might change in the future.,"Wir haben darüber gesprochen, wie sich unsere Ziele in Zukunft ändern könnten.",Social & Relationships
DE,B1,I enjoy discovering hidden places when I travel.,Ich entdecke gerne versteckte Orte beim Reisen.,Travel
DE,B1,Travel helps me understand different lifestyles.,"Reisen hilft mir, verschiedene Lebensstile zu verstehen.",Travel
DE,B1,I prefer flexible travel plans.,Ich bevorzuge flexible Reisepläne.,Travel
DE,B1,I learned to handle unexpected situations while traveling.,"Ich habe gelernt, mit unerwarteten Situationen beim Reisen umzugehen.",Travel
DE,B1,I enjoy trying regional specialties.,Ich probiere gerne regionale Spezialitäten.,Food & Shopping
DE,B1,I compare different brands before making decisions.,"Ich vergleiche verschiedene Marken, bevor ich Entscheidungen treffe.",Food & Shopping
DE,B1,I try to shop more consciously and sustainably.,"Ich versuche, bewusster und nachhaltiger einzukaufen.",Food & Shopping
DE,B1,I enjoy preparing food for special occasions.,Ich bereite gerne Essen für besondere Anlässe zu.,Food & Shopping
DE,B1,I usually avoid unnecessary consumption.,Ich vermeide normalerweise unnötigen Konsum.,Food & Shopping
DE,B1,I feel healthier when I maintain consistency in my routine.,"Ich fühle mich gesünder, wenn ich meine Routine konsequent einhalte.",Health & Wellbeing
DE,B1,I try to improve my professional skills continuously.,"Ich versuche, meine beruflichen Fähigkeiten kontinuierlich zu verbessern.",Work & Office
DE,B1,I communicate clearly to avoid misunderstandings.,"Ich kommuniziere klar, um Missverständnisse zu vermeiden.",Work & Office
DE,B1,I sometimes need to adapt quickly to changing priorities.,Ich muss mich manchmal schnell an wechselnde Prioritäten anpassen.,Work & Office
DE,B1,I learned how to manage stress in a professional environment.,"Ich habe gelernt, Stress in einem beruflichen Umfeld zu bewältigen.",Work & Office
DE,B1,I try to maintain focus during long working hours.,"Ich versuche, während langer Arbeitszeiten konzentriert zu bleiben.",Work & Office
DE,B1,I use technology to automate simple tasks.,"Ich benutze Technologie, um einfache Aufgaben zu automatisieren.",Technology
DE,B1,I sometimes evaluate how digital tools affect my productivity.,"Ich bewerte manchmal, wie digitale Werkzeuge meine Produktivität beeinflussen.",Technology
DE,B1,I think responsible technology use requires discipline.,"Ich denke, verantwortungsvoller Technologieeinsatz erfordert Disziplin.",Technology
DE,B1,I try to minimize digital distractions while working.,"Ich versuche, digitale Ablenkungen bei der Arbeit zu minimieren.",Technology
DE,B1,I follow scientific discussions about human behavior.,Ich verfolge wissenschaftliche Diskussionen über menschliches Verhalten.,Science & Innovation
DE,B1,I realized that long-term progress requires patience.,"Ich habe erkannt, dass langfristiger Fortschritt Geduld erfordert.",Daily Life
DE,B1,I try to stay motivated even when progress feels slow.,"Ich versuche motiviert zu bleiben, auch wenn der Fortschritt langsam erscheint.",Daily Life
DE,B1,I often think about how I can improve my learning habits.,"Ich denke oft darüber nach, wie ich meine Lerngewohnheiten verbessern kann.",Daily Life
DE,B1,I feel more natural using German in everyday situations.,"Ich fühle mich natürlicher, wenn ich Deutsch im Alltag benutze.",Daily Life
DE,B1,I sometimes review conversations to learn from mistakes.,"Ich analysiere manchmal Gespräche, um aus Fehlern zu lernen.",Daily Life
DE,B1,We had to compare different solutions before choosing one.,"Wir mussten verschiedene Lösungen vergleichen, bevor wir eine auswählten.",Work & Office
DE,B1,I learned how to explain my reasoning clearly.,"Ich habe gelernt, meine Argumentation klar zu erklären.",Work & Office
DE,B1,I received advice on improving clarity in communication.,Ich habe Ratschläge zur Verbesserung der Klarheit in der Kommunikation erhalten.,Work & Office
DE,B1,I try to plan my tasks more realistically.,"Ich versuche, meine Aufgaben realistischer zu planen.",Work & Office
DE,B1,I attended a workshop on teamwork skills.,Ich habe an einem Workshop über Teamarbeit teilgenommen.,Work & Office
DE,B1,I noticed that regular exercise improves my discipline.,"Ich habe bemerkt, dass regelmäßiger Sport meine Disziplin verbessert.",Health & Wellbeing
DE,B1,I try to avoid unhealthy routines.,"Ich versuche, ungesunde Routinen zu vermeiden.",Health & Wellbeing
DE,B1,I started focusing more on recovery and rest.,"Ich habe angefangen, mehr auf Erholung und Ruhe zu achten.",Health & Wellbeing
DE,B1,I feel better when I maintain structure in my day.,"Ich fühle mich besser, wenn ich Struktur in meinem Tag habe.",Health & Wellbeing
DE,B1,I realized that consistency is more important than intensity.,"Ich habe erkannt, dass Konsistenz wichtiger ist als Intensität.",Health & Wellbeing
DE,B1,I use digital tools to stay organized in daily life.,"Ich benutze digitale Werkzeuge, um im Alltag organisiert zu bleiben.",Technology
DE,B1,I sometimes reflect on my dependency on technology.,Ich denke manchmal über meine Abhängigkeit von Technologie nach.,Technology
DE,B1,I organize my thoughts using digital notes.,Ich organisiere meine Gedanken mit digitalen Notizen.,Technology
DE,B1,I think technology changes how we learn and work.,"Ich denke, Technologie verändert, wie wir lernen und arbeiten.",Technology
DE,B1,I try to use technology more intentionally.,"Ich versuche, Technologie bewusster zu nutzen.",Technology
DE,B1,I read scientific content to improve my understanding.,"Ich lese wissenschaftliche Inhalte, um mein Verständnis zu verbessern.",Science & Innovation
DE,B1,I find it useful to connect theory with practice.,"Ich finde es nützlich, Theorie mit Praxis zu verbinden.",Science & Innovation
DE,B1,I try to understand how scientific methods work.,"Ich versuche zu verstehen, wie wissenschaftliche Methoden funktionieren.",Science & Innovation
DE,B1,Scientific knowledge helps explain complex phenomena.,"Wissenschaftliches Wissen hilft, komplexe Phänomene zu erklären.",Science & Innovation
DE,B1,I follow updates about technology and science.,Ich verfolge Updates über Technologie und Wissenschaft.,Science & Innovation
DE,B1,I think society is shaped by communication technologies.,"Ich denke, die Gesellschaft wird von Kommunikationstechnologien geprägt.",Politics & Society
DE,B1,People often react emotionally to information.,Menschen reagieren oft emotional auf Informationen.,Politics & Society
DE,B1,I try to evaluate sources before trusting them.,"Ich versuche, Quellen zu bewerten, bevor ich ihnen vertraue.",Politics & Society
DE,B1,Social change depends on education and awareness.,Sozialer Wandel hängt von Bildung und Bewusstsein ab.,Politics & Society
DE,B1,I believe critical thinking is essential in modern society.,"Ich glaube, kritisches Denken ist in der modernen Gesellschaft essenziell.",Politics & Society
DE,B1,I enjoy exchanging ideas in meaningful discussions.,Ich tausche gerne Ideen in bedeutungsvollen Diskussionen aus.,Social & Relationships
DE,B1,I learned that understanding others improves relationships.,"Ich habe gelernt, dass Verständnis für andere Beziehungen verbessert.",Social & Relationships
DE,B1,I try to listen carefully before responding.,"Ich versuche, aufmerksam zuzuhören, bevor ich antworte.",Social & Relationships
DE,B1,I value honesty and openness in communication.,Ich schätze Ehrlichkeit und Offenheit in der Kommunikation.,Social & Relationships
DE,B1,We discussed how experiences shape personal growth.,"Wir haben darüber gesprochen, wie Erfahrungen persönliches Wachstum formen.",Social & Relationships
DE,B1,I enjoy exploring unfamiliar places while traveling.,Ich erkunde gerne unbekannte Orte beim Reisen.,Travel
DE,B1,Travel helps me become more independent.,"Reisen hilft mir, unabhängiger zu werden.",Travel
DE,B1,I prefer exploring cities on foot.,Ich erkunde Städte lieber zu Fuß.,Travel
DE,B1,I learned to adapt quickly to new environments.,"Ich habe gelernt, mich schnell an neue Umgebungen anzupassen.",Travel
DE,B1,I enjoy discovering local food traditions.,Ich entdecke gerne lokale Esskulturen.,Food & Shopping
DE,B1,I compare options carefully before buying something.,"Ich vergleiche Optionen sorgfältig, bevor ich etwas kaufe.",Food & Shopping
DE,B1,I try to reduce unnecessary consumption in daily life.,"Ich versuche, unnötigen Konsum im Alltag zu reduzieren.",Food & Shopping
DE,B1,I enjoy cooking for friends and family.,Ich koche gerne für Freunde und Familie.,Food & Shopping
DE,B1,I usually think before making purchases.,"Ich denke normalerweise nach, bevor ich etwas kaufe.",Food & Shopping
DE,B1,I feel healthier when I maintain daily activity.,"Ich fühle mich gesünder, wenn ich täglich aktiv bin.",Health & Wellbeing
DE,B1,I try to improve my professional communication skills.,"Ich versuche, meine beruflichen Kommunikationsfähigkeiten zu verbessern.",Work & Office
DE,B1,I communicate clearly to avoid confusion.,"Ich kommuniziere klar, um Verwirrung zu vermeiden.",Work & Office
DE,B1,I sometimes need to adjust to new work conditions.,Ich muss mich manchmal an neue Arbeitsbedingungen anpassen.,Work & Office
DE,B1,I learned how to stay productive in challenging situations.,"Ich habe gelernt, in schwierigen Situationen produktiv zu bleiben.",Work & Office
DE,B1,I try to maintain focus even in busy environments.,"Ich versuche, auch in hektischen Umgebungen konzentriert zu bleiben.",Work & Office
DE,B1,I use technology to improve my efficiency.,"Ich benutze Technologie, um meine Effizienz zu verbessern.",Technology
DE,B1,I sometimes evaluate my digital habits.,Ich bewerte manchmal meine digitalen Gewohnheiten.,Technology
DE,B1,I think balance between online and offline life is important.,"Ich denke, Balance zwischen Online- und Offline-Leben ist wichtig.",Technology
DE,B1,I try to reduce distractions from digital devices.,"Ich versuche, Ablenkungen durch digitale Geräte zu reduzieren.",Technology
DE,B1,I follow scientific discussions about society and behavior.,Ich verfolge wissenschaftliche Diskussionen über Gesellschaft und Verhalten.,Science & Innovation
DE,B2,"Although I study regularly, I still find certain grammatical structures challenging.","Obwohl ich regelmäßig lerne, finde ich bestimmte grammatische Strukturen immer noch schwierig.",Daily Life
DE,B2,I have noticed that immersion is more effective than isolated vocabulary memorization.,"Ich habe bemerkt, dass Immersion effektiver ist als isoliertes Vokabellernen.",Daily Life
DE,B2,"Even when I make mistakes, I try to continue speaking without hesitation.","Auch wenn ich Fehler mache, versuche ich ohne Zögern weiterzusprechen.",Daily Life
DE,B2,"The more I read complex texts, the more I understand implicit meanings.","Je mehr ich komplexe Texte lese, desto besser verstehe ich implizite Bedeutungen.",Daily Life
DE,B2,I have started thinking in German rather than translating mentally.,"Ich habe angefangen, auf Deutsch zu denken, statt mental zu übersetzen.",Daily Life
DE,B2,"At work, I am expected to justify my decisions with clear reasoning.","Bei der Arbeit wird von mir erwartet, meine Entscheidungen klar zu begründen.",Work & Office
DE,B2,I had to negotiate priorities with different departments.,Ich musste Prioritäten mit verschiedenen Abteilungen verhandeln.,Work & Office
DE,B2,My role requires balancing efficiency with accuracy.,"Meine Rolle erfordert es, Effizienz und Genauigkeit auszubalancieren.",Work & Office
DE,B2,I was given responsibility for coordinating a small project.,"Mir wurde die Verantwortung übertragen, ein kleines Projekt zu koordinieren.",Work & Office
DE,B2,I learned that workplace communication often depends on context.,"Ich habe gelernt, dass Kommunikation am Arbeitsplatz oft vom Kontext abhängt.",Work & Office
DE,B2,Regular physical activity has significantly improved my mental resilience.,Regelmäßige körperliche Aktivität hat meine mentale Widerstandsfähigkeit deutlich verbessert.,Health & Wellbeing
DE,B2,I have adjusted my diet to maintain stable energy levels throughout the day.,"Ich habe meine Ernährung angepasst, um über den Tag hinweg stabile Energielevels zu halten.",Health & Wellbeing
DE,B2,Stress management has become an essential part of my routine.,Stressmanagement ist zu einem wesentlichen Bestandteil meiner Routine geworden.,Health & Wellbeing
